GENDER (1=M)	MEASURED WEIGHT (LB)	REPORTED WEIGHT (LB)	MEASURED HEIGHT (IN)	REPORTED  HEIGHT (IN)	MEASURED WEIGHT (KG)	REPORTED WEIGHT (KG)	MEASURED HEIGHT (CM)	REPORTED HEIGHT (CM)
0	135.1	143	64.6	65	61.3	64.9	164.1	165.1
1	132.1	135	71.6	71	59.9	61.2	181.9	180.3
0	194.7	175	64.9	65	88.3	79.4	164.8	165.1
1	172.2	175	71.5	72	78.1	79.4	181.6	182.9
1	170.4	165	67.1	68	77.3	74.8	170.5	172.7
0	135.8	140	65.7	66	61.6	63.5	167.0	167.6
1	185.4	185	67.7	70	84.1	83.9	172.0	177.8
0	148.8	140	59.6	60	67.5	63.5	151.5	152.4
1	131.8	135	68.1	69	59.8	61.2	172.9	175.3
0	183.9	157	62.8	64	83.4	71.2	159.4	162.6
1	178.8	187	66.0	66	81.1	84.8	167.7	167.6
1	143.5	160	68.6	69	65.1	72.6	174.3	175.3
0	140.4	140	63.4	63	63.7	63.5	161.0	160.0
0	173.3	177	64.9	65	78.6	80.3	164.9	165.1
0	108.7	110	62.8	63	49.3	49.9	159.6	160.0
1	147.0	144	65.4	65	66.7	65.3	166.2	165.1
0	157.9	145	63.5	63	71.6	65.8	161.4	160.0
1	340.4	325	69.8	71	154.4	147.4	177.4	180.3
0	202.4	204	61.3	63	91.8	92.5	155.6	160.0
0	150.1	145	59.4	60	68.1	65.8	150.9	152.4
1	143.1	140	67.4	68	64.9	63.5	171.3	172.7
0	187.0	180	62.3	61	84.8	81.6	158.2	154.9
0	155.2	150	63.2	63	70.4	68.0	160.5	160.0
1	163.6	160	66.0	66	74.2	72.6	167.6	167.6
0	93.0	94	58.5	59	42.2	42.6	148.6	149.9
1	144.0	146	67.5	69	65.3	66.2	171.5	175.3
1	270.1	256	68.7	72	122.5	116.1	174.6	182.9
0	196.9	190	64.4	64	89.3	86.2	163.5	162.6
1	134.0	145	67.3	68	60.8	65.8	171.0	172.7
0	154.8	150	60.0	60	70.2	68.0	152.4	152.4
0	170.6	190	66.8	68	77.4	86.2	169.7	172.7
0	154.5	153	67.1	67	70.1	69.4	170.4	170.2
1	139.1	133	63.0	64	63.1	60.3	159.9	162.6
0	195.1	194	61.3	60	88.5	88.0	155.6	152.4
0	134.5	136	60.6	60	61.0	61.7	154.0	152.4
0	136.5	115	57.7	59	61.9	52.2	146.5	149.9
1	159.6	165	72.7	74	72.4	74.8	184.7	188.0
0	181.2	187	66.7	68	82.2	84.8	169.3	172.7
1	235.2	236	67.9	67	106.7	107.0	172.4	170.2
1	155.6	157	65.5	66	70.6	71.2	166.3	167.6
0	128.8	130	66.7	66	58.4	59.0	169.5	167.6
0	207.5	230	63.0	65	94.1	104.3	159.9	165.1
1	162.7	152	66.8	66	73.8	68.9	169.6	167.6
0	149.5	140	66.0	68	67.8	63.5	167.6	172.7
0	215.8	210	63.1	64	97.9	95.3	160.3	162.6
0	117.7	115	58.8	59	53.4	52.2	149.4	149.9
1	221.6	224	68.0	71	100.5	101.6	172.8	180.3
1	187.2	190	65.3	63	84.9	86.2	165.9	160.0
0	142.4	143	63.3	64	64.6	64.9	160.8	162.6
0	104.5	110	64.4	64	47.4	49.9	163.6	162.6
0	191.4	186	64.2	65	86.8	84.4	163.1	165.1
0	163.8	150	64.3	65	74.3	68.0	163.2	165.1
1	132.5	135	66.4	66	60.1	61.2	168.6	167.6
1	185.0	190	67.3	67	83.9	86.2	170.9	170.2
0	231.7	220	60.9	62	105.1	99.8	154.6	157.5
1	203.9	200	65.7	66	92.5	90.7	166.9	167.6
1	316.8	300	71.2	73	143.7	136.1	180.8	185.4
1	182.8	190	73.0	73	82.9	86.2	185.5	185.4
1	172.8	170	68.0	68	78.4	77.1	172.7	172.7
0	135.4	138	63.7	64	61.4	62.6	161.8	162.6
0	228.0	230	61.8	62	103.4	104.3	156.9	157.5
1	216.1	210	66.3	67	98.0	95.3	168.4	170.2
1	266.1	260	72.4	73	120.7	117.9	183.8	185.4
0	131.2	130	66.6	66	59.5	59.0	169.1	167.6
0	151.2	150	67.6	68	68.6	68.0	171.8	172.7
0	168.0	164	65.2	66	76.2	74.4	165.5	167.6
1	199.5	198	71.4	73	90.5	89.8	181.3	185.4
0	163.4	160	56.9	53	74.1	72.6	144.4	134.6
0	139.8	141	62.0	63	63.4	64.0	157.4	160.0
0	151.2	150	63.9	64	68.6	68.0	162.3	162.6
1	235.9	238	68.7	69	107.0	108.0	174.6	175.3
1	140.4	142	65.6	66	63.7	64.4	166.5	167.6
0	216.9	160	61.5	63	98.4	72.6	156.2	160.0
1	297.2	284	72.2	72	134.8	128.8	183.3	182.9
0	207.0	197	61.0	62	93.9	89.4	154.9	157.5
0	190.3	170	66.7	67	86.3	77.1	169.5	170.2
0	157.2	147	58.7	60	71.3	66.7	149.1	152.4
1	164.9	166	66.5	67	74.8	75.3	169.0	170.2
0	115.1	112	64.0	65	52.2	50.8	162.6	165.1
0	164.9	160	65.8	68	74.8	72.6	167.2	172.7
1	175.7	174	66.5	67	79.7	78.9	168.9	170.2
0	248.0	225	67.0	67	112.5	102.1	170.2	170.2
0	192.2	188	66.1	67	87.2	85.3	167.9	170.2
1	170.2	170	68.2	69	77.2	77.1	173.3	175.3
0	179.2	176	62.7	62	81.3	79.8	159.3	157.5
0	145.9	140	64.7	65	66.2	63.5	164.4	165.1
1	278.0	250	69.1	70	126.1	113.4	175.4	177.8
1	195.1	195	71.8	72	88.5	88.5	182.4	182.9
0	160.9	165	61.2	64	73.0	74.8	155.5	162.6
0	210.8	207	62.2	63	95.6	93.9	158.1	160.0
0	189.8	205	65.6	66	86.1	93.0	166.7	167.6
1	156.3	155	66.3	66	70.9	70.3	168.5	167.6
1	171.7	178	67.9	68	77.9	80.7	172.4	172.7
0	143.5	156	66.1	67	65.1	70.8	167.9	170.2
1	182.8	188	66.3	64	82.9	85.3	168.5	162.6
0	140.4	141	62.4	62	63.7	64.0	158.6	157.5
0	203.0	200	61.9	62	92.1	90.7	157.3	157.5
1	278.4	280	67.3	68	126.3	127.0	170.9	172.7
1	191.1	190	64.8	65	86.7	86.2	164.5	165.1
1	165.1	170	64.9	65	74.9	77.1	164.9	165.1
1	123.7	120	66.6	67	56.1	54.4	169.2	170.2
0	112.7	115	57.9	58	51.1	52.2	147.1	147.3
1	223.5	225	71.1	71	101.4	102.1	180.6	180.3
0	103.8	105	62.6	63	47.1	47.6	158.9	160.0
1	232.8	225	69.9	72	105.6	102.1	177.6	182.9
1	164.9	169	70.7	71	74.8	76.7	179.6	180.3
1	267.6	270	67.6	68	121.4	122.5	171.8	172.7
1	233.2	231	68.1	68	105.8	104.8	173.1	172.7
1	174.2	180	73.5	75	79.0	81.6	186.8	190.5
1	178.8	175	63.4	63	81.1	79.4	161.0	160.0
1	190.3	190	66.7	66	86.3	86.2	169.3	167.6
1	241.2	235	69.3	70	109.4	106.6	176.1	177.8
0	127.2	126	64.2	65	57.7	57.2	163.1	165.1
1	230.2	230	68.4	70	104.4	104.3	173.8	177.8
1	149.9	146	67.8	69	68.0	66.2	172.2	175.3
0	193.6	190	65.4	66	87.8	86.2	166.1	167.6
0	223.3	219	69.7	72	101.3	99.3	177.0	182.9
1	109.6	120	64.8	66	49.7	54.4	164.7	167.6
0	212.3	198	60.8	62	96.3	89.8	154.4	157.5
1	186.3	184	66.7	67	84.5	83.5	169.4	170.2
1	186.1	183	70.3	70	84.4	83.0	178.6	177.8
0	330.3	341	66.3	67	149.8	154.7	168.4	170.2
1	174.4	175	66.9	67	79.1	79.4	170.0	170.2
0	207.7	210	62.7	65	94.2	95.3	159.3	165.1
0	180.8	167	61.1	60	82.0	75.7	155.3	152.4
1	207.0	205	70.7	72	93.9	93.0	179.5	182.9
1	151.9	153	66.9	67	68.9	69.4	169.8	170.2
0	172.4	170	63.6	64	78.2	77.1	161.6	162.6
0	142.6	165	61.8	65	64.7	74.8	157.0	165.1
1	187.8	194	65.2	64	85.2	88.0	165.7	162.6
0	202.8	206	63.4	64	92.0	93.4	161.0	162.6
0	201.7	180	66.6	66	91.5	81.6	169.1	167.6
0	103.6	105	60.0	60	47.0	47.6	152.5	152.4
1	144.8	150	71.3	72	65.7	68.0	181.1	182.9
1	139.6	140	68.2	69	63.3	63.5	173.3	175.3
0	175.9	182	61.2	62	79.8	82.6	155.4	157.5
0	104.3	104	61.5	62	47.3	47.2	156.2	157.5
1	227.7	230	67.0	68	103.3	104.3	170.2	172.7
1	218.7	220	71.3	71	99.2	99.8	181.1	180.3
1	144.8	147	67.4	69	65.7	66.7	171.3	175.3
1	110.9	115	64.1	64	50.3	52.2	162.9	162.6
1	181.9	182	67.3	68	82.5	82.6	171.0	172.7
1	162.5	160	67.6	68	73.7	72.6	171.7	172.7
0	172.6	177	61.1	61	78.3	80.3	155.1	154.9
0	133.2	130	65.1	66	60.4	59.0	165.4	167.6
1	191.6	160	69.8	69	86.9	72.6	177.2	175.3
1	226.4	220	65.6	66	102.7	99.8	166.6	167.6
0	217.2	196	62.9	62	98.5	88.9	159.8	157.5
1	156.1	165	69.0	69	70.8	74.8	175.2	175.3
0	120.2	120	62.3	64	54.5	54.4	158.3	162.6
1	157.0	160	68.8	70	71.2	72.6	174.8	177.8
0	185.4	184	64.2	64	84.1	83.5	163.0	162.6
1	174.8	165	68.4	70	79.3	74.8	173.7	177.8
1	176.4	160	66.6	68	80.0	72.6	169.2	172.7
1	122.4	140	60.6	63	55.5	63.5	154.0	160.0
0	125.9	125	66.3	68	57.1	56.7	168.5	172.7
0	164.9	165	63.7	64	74.8	74.8	161.8	162.6
0	147.9	120	59.8	60	67.1	54.4	151.9	152.4
1	149.7	152	69.3	70	67.9	68.9	176.0	177.8
1	164.0	155	68.7	66	74.4	70.3	174.6	167.6
0	121.7	123	64.8	65	55.2	55.8	164.6	165.1
0	88.6	94	59.8	60	40.2	42.6	151.8	152.4
0	123.7	130	61.9	61	56.1	59.0	157.2	154.9
0	174.8	178	66.0	66	79.3	80.7	167.7	167.6
1	169.1	165	69.2	69	76.7	74.8	175.7	175.3
0	135.6	134	61.4	60	61.5	60.8	155.9	152.4
1	143.3	150	72.2	73	65.0	68.0	183.5	185.4
1	205.3	195	69.6	62	93.1	88.5	176.7	157.5
0	139.8	137	60.4	60	63.4	62.1	153.5	152.4
0	227.3	232	64.5	65	103.1	105.2	163.8	165.1
1	229.3	230	72.4	74	104.0	104.3	184.0	188.0
1	175.9	170	66.8	68	79.8	77.1	169.7	172.7
1	222.9	225	65.4	66	101.1	102.1	166.0	167.6
1	151.2	158	67.6	67	68.6	71.7	171.6	170.2
1	276.7	270	72.3	73	125.5	122.5	183.6	185.4
1	158.5	160	66.0	66	71.9	72.6	167.7	167.6
1	142.6	140	61.9	61	64.7	63.5	157.3	154.9
0	101.4	100	59.3	60	46.0	45.4	150.7	152.4
1	196.7	190	68.8	71	89.2	86.2	174.8	180.3
1	186.5	185	69.7	71	84.6	83.9	177.1	180.3
0	138.7	138	60.9	61	62.9	62.6	154.6	154.9
0	148.2	140	60.6	60	67.2	63.5	154.0	152.4
0	181.4	185	56.3	60	82.3	83.9	143.0	152.4
0	274.5	267	69.6	71	124.5	121.1	176.7	180.3
1	202.2	200	65.2	67	91.7	90.7	165.6	170.2
0	205.7	198	67.7	68	93.3	89.8	172.0	172.7
0	163.4	162	64.6	65	74.1	73.5	164.0	165.1
1	207.0	200	67.8	70	93.9	90.7	172.3	177.8
0	137.1	126	63.6	66	62.2	57.2	161.5	167.6
0	145.1	143	63.5	63	65.8	64.9	161.2	160.0
0	132.5	129	58.9	59	60.1	58.5	149.5	149.9
0	257.5	253	68.2	69	116.8	114.8	173.2	175.3
0	116.0	117	64.3	64	52.6	53.1	163.4	162.6
0	177.0	174	64.5	64	80.3	78.9	163.8	162.6
0	119.5	120	59.6	60	54.2	54.4	151.3	152.4
1	213.6	215	71.5	73	96.9	97.5	181.7	185.4
0	293.2	270	67.4	68	133.0	122.5	171.1	172.7
1	155.6	165	69.8	70	70.6	74.8	177.4	177.8
1	240.1	240	69.5	71	108.9	108.9	176.6	180.3
1	183.9	190	66.9	67	83.4	86.2	169.9	170.2
1	215.8	214	67.3	68	97.9	97.1	170.9	172.7
1	268.1	227	68.5	69	121.6	103.0	174.0	175.3
0	120.4	120	64.4	64	54.6	54.4	163.7	162.6
1	250.4	260	71.0	71	113.6	117.9	180.4	180.3
1	263.7	255	72.0	73	119.6	115.7	183.0	185.4
0	146.2	140	60.2	60	66.3	63.5	152.8	152.4
0	115.3	119	64.3	63	52.3	54.0	163.2	160.0
0	133.4	135	66.7	68	60.5	61.2	169.3	172.7
1	157.2	155	70.3	70	71.3	70.3	178.6	177.8
1	167.3	170	68.6	68	75.9	77.1	174.2	172.7
1	154.5	155	68.6	70	70.1	70.3	174.2	177.8
0	134.0	130	57.0	60	60.8	59.0	144.9	152.4
1	114.2	125	65.7	67	51.8	56.7	166.9	170.2
1	241.6	260	67.4	68	109.6	117.9	171.2	172.7
0	166.0	167	61.1	60	75.3	75.7	155.3	152.4
1	156.3	155	66.8	69	70.9	70.3	169.7	175.3
1	237.7	235	69.2	71	107.8	106.6	175.7	180.3
0	242.5	246	63.0	64	110.0	111.6	159.9	162.6
1	237.2	230	69.3	70	107.6	104.3	176.0	177.8
0	130.5	131	63.7	64	59.2	59.4	161.8	162.6
0	159.4	158	66.7	67	72.3	71.7	169.4	170.2
1	134.7	130	63.5	65	61.1	59.0	161.3	165.1
1	197.8	195	71.9	72	89.7	88.5	182.6	182.9
0	228.4	230	62.0	62	103.6	104.3	157.5	157.5
1	304.7	260	70.9	71	138.2	117.9	180.1	180.3
0	196.9	190	63.4	63	89.3	86.2	161.1	160.0
1	259.0	254	70.7	72	117.5	115.2	179.7	182.9
0	180.6	165	65.6	67	81.9	74.8	166.6	170.2
0	151.9	150	62.9	63	68.9	68.0	159.8	160.0
0	190.7	170	64.6	66	86.5	77.1	164.0	167.6
0	179.0	175	63.2	64	81.2	79.4	160.6	162.6
0	266.1	256	68.3	69	120.7	116.1	173.4	175.3
1	184.1	180	70.1	71	83.5	81.6	178.0	180.3
0	120.6	120	60.7	60	54.7	54.4	154.3	152.4
0	145.3	140	63.2	62	65.9	63.5	160.6	157.5
0	163.6	139	60.0	59	74.2	63.0	152.5	149.9
1	222.0	210	70.2	71	100.7	95.3	178.4	180.3
0	275.8	272	63.5	64	125.1	123.4	161.2	162.6
1	292.8	295	75.3	74	132.8	133.8	191.2	188.0
0	200.2	195	66.2	67	90.8	88.5	168.2	170.2
0	175.5	174	62.2	62	79.6	78.9	157.9	157.5
0	217.4	217	63.0	63	98.6	98.4	159.9	160.0
0	298.3	289	65.1	65	135.3	131.1	165.4	165.1
1	166.0	166	67.8	67	75.3	75.3	172.2	170.2
0	218.5	218	62.1	61	99.1	98.9	157.8	154.9
0	111.3	110	64.2	64	50.5	49.9	163.0	162.6
1	126.5	128	67.4	67	57.4	58.1	171.2	170.2
1	254.9	245	71.8	73	115.6	111.1	182.4	185.4
1	163.4	164	64.1	66	74.1	74.4	162.9	167.6
0	199.3	198	59.8	60	90.4	89.8	151.9	152.4
0	131.0	132	63.5	64	59.4	59.9	161.4	162.6
1	175.5	175	70.6	71	79.6	79.4	179.3	180.3
0	124.3	120	60.9	60	56.4	54.4	154.7	152.4
1	144.8	160	67.1	65	65.7	72.6	170.4	165.1
1	239.2	252	68.7	70	108.5	114.3	174.6	177.8
0	267.0	268	64.4	65	121.1	121.6	163.7	165.1
0	137.6	130	62.8	64	62.4	59.0	159.4	162.6
0	163.6	163	70.6	72	74.2	73.9	179.4	182.9
0	178.4	185	59.3	60	80.9	83.9	150.6	152.4
1	172.8	135	69.1	69	78.4	61.2	175.5	175.3
1	134.9	144	68.8	71	61.2	65.3	174.8	180.3
1	169.3	155	71.5	73	76.8	70.3	181.5	185.4
0	157.4	160	63.0	64	71.4	72.6	160.0	162.6
1	159.8	182	75.2	75	72.5	82.6	191.1	190.5
1	256.8	250	64.2	65	116.5	113.4	163.1	165.1
1	181.4	180	66.8	68	82.3	81.6	169.6	172.7
1	146.6	150	61.9	64	66.5	68.0	157.1	162.6
1	185.6	180	71.2	72	84.2	81.6	180.9	182.9
1	185.2	183	66.2	69	84.0	83.0	168.1	175.3
0	137.3	140	62.8	62	62.3	63.5	159.4	157.5
0	129.6	128	60.6	62	58.8	58.1	153.8	157.5
0	230.2	232	60.0	62	104.4	105.2	152.5	157.5
1	159.6	156	66.0	67	72.4	70.8	167.7	170.2
0	178.1	175	63.7	64	80.8	79.4	161.8	162.6
1	145.5	150	60.9	62	66.0	68.0	154.8	157.5
0	243.4	240	65.2	66	110.4	108.9	165.6	167.6
1	208.8	205	73.9	74	94.7	93.0	187.6	188.0
0	153.7	155	70.1	71	69.7	70.3	178.0	180.3
0	184.7	180	58.7	61	83.8	81.6	149.2	154.9
1	246.9	250	73.5	74	112.0	113.4	186.8	188.0
0	183.9	170	64.8	66	83.4	77.1	164.7	167.6
0	297.0	280	69.1	72	134.7	127.0	175.4	182.9
1	267.9	255	69.6	71	121.5	115.7	176.9	180.3
0	139.6	135	66.2	67	63.3	61.2	168.2	170.2
1	206.1	203	68.5	67	93.5	92.1	174.1	170.2
1	130.1	128	65.2	68	59.0	58.1	165.6	172.7
1	187.8	192	67.6	68	85.2	87.1	171.7	172.7
0	135.1	140	65.0	66	61.3	63.5	165.2	167.6
0	282.0	270	65.9	66	127.9	122.5	167.4	167.6
1	175.7	174	61.9	62	79.7	78.9	157.1	157.5
1	167.6	172	66.5	67	76.0	78.0	169.0	170.2
1	307.8	295	67.0	68	139.6	133.8	170.2	172.7
0	147.3	145	60.1	61	66.8	65.8	152.7	154.9
0	146.4	144	68.0	69	66.4	65.3	172.8	175.3
0	108.0	109	66.6	67	49.0	49.4	169.1	170.2
1	172.0	165	71.9	72	78.0	74.8	182.5	182.9
0	112.2	112	61.9	63	50.9	50.8	157.1	160.0
1	189.6	186	68.5	69	86.0	84.4	174.0	175.3
0	151.0	154	64.4	64	68.5	69.9	163.6	162.6
0	121.0	118	61.4	62	54.9	53.5	156.0	157.5
0	207.2	190	65.1	64	94.0	86.2	165.3	162.6
0	157.0	150	60.5	59	71.2	68.0	153.6	149.9
1	227.1	200	72.2	73	103.0	90.7	183.5	185.4
0	160.1	168	61.9	63	72.6	76.2	157.2	160.0
0	173.7	165	63.8	64	78.8	74.8	162.0	162.6
0	155.6	148	60.0	62	70.6	67.1	152.3	157.5
1	180.3	183	66.6	67	81.8	83.0	169.1	170.2
1	219.4	215	67.9	68	99.5	97.5	172.4	172.7
0	123.0	125	61.6	62	55.8	56.7	156.5	157.5
0	182.5	183	66.2	67	82.8	83.0	168.1	170.2
1	183.2	180	64.3	64	83.1	81.6	163.2	162.6
1	194.0	180	67.6	67	88.0	81.6	171.6	170.2
0	166.9	184	63.7	68	75.7	83.5	161.7	172.7
0	156.5	150	60.0	60	71.0	68.0	152.3	152.4
1	229.1	225	66.3	67	103.9	102.1	168.5	170.2
1	194.7	170	65.7	66	88.3	77.1	166.9	167.6
0	155.6	150	64.8	65	70.6	68.0	164.7	165.1
0	149.7	150	63.5	63	67.9	68.0	161.4	160.0
1	222.0	235	69.4	71	100.7	106.6	176.4	180.3
1	215.6	215	68.9	71	97.8	97.5	174.9	180.3
0	147.3	150	64.2	65	66.8	68.0	163.0	165.1
1	132.5	130	66.6	66	60.1	59.0	169.2	167.6
1	176.4	190	70.2	71	80.0	86.2	178.2	180.3
1	138.0	143	66.4	62	62.6	64.9	168.6	157.5
1	183.2	180	63.6	65	83.1	81.6	161.6	165.1
1	258.6	250	68.1	67	117.3	113.4	173.0	170.2
0	224.2	220	58.3	57	101.7	99.8	148.1	144.8
0	137.3	120	59.1	59	62.3	54.4	150.1	149.9
0	193.1	196	55.1	58	87.6	88.9	140.0	147.3
0	160.5	160	66.5	67	72.8	72.6	168.8	170.2
0	124.8	124	62.0	62	56.6	56.2	157.6	157.5
0	127.9	124	62.4	63	58.0	56.2	158.5	160.0
1	165.8	161	66.3	67	75.2	73.0	168.4	170.2
0	189.4	167	60.0	61	85.9	75.7	152.4	154.9
0	164.9	155	61.4	62	74.8	70.3	155.9	157.5
0	138.2	137	66.1	66	62.7	62.1	167.8	167.6
0	173.9	174	62.7	63	78.9	78.9	159.2	160.0
1	159.2	162	66.3	67	72.2	73.5	168.5	170.2
1	210.8	213	69.6	70	95.6	96.6	176.9	177.8
0	201.1	200	63.2	63	91.2	90.7	160.5	160.0
0	140.7	135	64.8	65	63.8	61.2	164.5	165.1
0	224.7	212	62.8	65	101.9	96.2	159.5	165.1
0	181.4	179	63.1	64	82.3	81.2	160.2	162.6
0	142.0	138	63.4	63	64.4	62.6	161.0	160.0
1	212.7	225	67.5	69	96.5	102.1	171.5	175.3
1	142.2	145	66.0	69	64.5	65.8	167.7	175.3
1	134.5	135	64.3	63	61.0	61.2	163.4	160.0
0	135.1	130	62.6	63	61.3	59.0	158.9	160.0
1	335.8	335	73.3	74	152.3	152.0	186.3	188.0
0	121.7	125	57.7	59	55.2	56.7	146.5	149.9
0	118.4	120	59.7	60	53.7	54.4	151.6	152.4
1	147.3	147	66.7	67	66.8	66.7	169.4	170.2
1	140.0	130	65.8	68	63.5	59.0	167.1	172.7
0	112.2	125	57.6	60	50.9	56.7	146.4	152.4
1	147.7	150	64.3	64	67.0	68.0	163.2	162.6
1	153.7	150	66.1	66	69.7	68.0	167.9	167.6
1	122.8	130	65.4	66	55.7	59.0	166.0	167.6
0	191.6	182	64.2	68	86.9	82.6	163.0	172.7
1	131.8	130	68.3	68	59.8	59.0	173.6	172.7
0	118.6	117	60.5	64	53.8	53.1	153.7	162.6
0	235.7	250	64.9	65	106.9	113.4	164.9	165.1
1	124.6	130	63.6	64	56.5	59.0	161.5	162.6
1	214.7	210	70.2	72	97.4	95.3	178.4	182.9
0	224.2	226	69.9	71	101.7	102.5	177.6	180.3
1	203.7	202	66.7	68	92.4	91.6	169.5	172.7
0	267.6	240	64.5	62	121.4	108.9	163.8	157.5
1	176.4	185	69.8	73	80.0	83.9	177.4	185.4
1	247.8	250	70.9	72	112.4	113.4	180.1	182.9
0	142.4	120	58.9	60	64.6	54.4	149.6	152.4
0	269.0	250	64.1	65	122.0	113.4	162.8	165.1
0	171.1	178	59.7	62	77.6	80.7	151.7	157.5
1	172.2	170	67.9	68	78.1	77.1	172.5	172.7
1	194.0	197	66.5	68	88.0	89.4	169.0	172.7
0	129.4	126	63.7	64	58.7	57.2	161.9	162.6
1	158.1	162	71.3	71	71.7	73.5	181.1	180.3
1	144.4	150	65.9	69	65.5	68.0	167.3	175.3
0	157.2	158	67.1	67	71.3	71.7	170.4	170.2
0	152.3	148	63.6	64	69.1	67.1	161.5	162.6
1	185.6	185	71.5	73	84.2	83.9	181.7	185.4
1	177.9	195	72.6	74	80.7	88.5	184.3	188.0
0	145.7	145	58.6	59	66.1	65.8	148.9	149.9
0	171.1	135	61.3	60	77.6	61.2	155.8	152.4
1	172.8	172	64.6	66	78.4	78.0	164.0	167.6
1	159.4	168	65.9	66	72.3	76.2	167.4	167.6
0	118.2	118	60.8	61	53.6	53.5	154.5	154.9
1	233.9	235	71.1	72	106.1	106.6	180.7	182.9
0	140.7	140	63.5	64	63.8	63.5	161.3	162.6
0	180.8	179	57.9	60	82.0	81.2	147.1	152.4
0	153.2	150	66.7	68	69.5	68.0	169.5	172.7
1	162.5	170	70.7	72	73.7	77.1	179.6	182.9
1	205.3	208	67.6	67	93.1	94.3	171.6	170.2
1	165.3	150	66.9	67	75.0	68.0	169.8	170.2
1	164.0	160	72.1	73	74.4	72.6	183.2	185.4
1	105.8	120	66.1	66	48.0	54.4	167.9	167.6
0	205.5	206	63.9	65	93.2	93.4	162.3	165.1
0	192.7	170	65.1	66	87.4	77.1	165.4	167.6
0	167.3	167	64.8	65	75.9	75.7	164.7	165.1
1	190.3	190	70.4	72	86.3	86.2	178.9	182.9
1	219.4	223	69.4	71	99.5	101.2	176.3	180.3
0	126.5	125	61.7	62	57.4	56.7	156.6	157.5
1	188.7	190	68.9	71	85.6	86.2	175.1	180.3
0	205.5	204	65.6	66	93.2	92.5	166.6	167.6
1	162.3	170	73.7	75	73.6	77.1	187.3	190.5
0	153.4	145	63.8	66	69.6	65.8	162.1	167.6
1	183.2	179	70.9	72	83.1	81.2	180.1	182.9
0	145.9	140	59.9	60	66.2	63.5	152.2	152.4
1	207.0	204	66.0	67	93.9	92.5	167.7	170.2
1	204.6	195	69.0	69	92.8	88.5	175.2	175.3
0	218.7	220	62.9	64	99.2	99.8	159.7	162.6
1	130.1	140	71.1	71	59.0	63.5	180.5	180.3
1	153.4	160	70.7	71	69.6	72.6	179.6	180.3
0	150.8	152	62.7	63	68.4	68.9	159.3	160.0
0	175.7	175	58.6	58	79.7	79.4	148.9	147.3
1	179.5	178	69.6	70	81.4	80.7	176.9	177.8
1	171.5	170	65.7	67	77.8	77.1	166.8	170.2
0	159.0	124	64.1	65	72.1	56.2	162.8	165.1
1	149.5	150	62.8	64	67.8	68.0	159.5	162.6
0	138.9	145	64.0	65	63.0	65.8	162.6	165.1
0	172.8	170	63.1	62	78.4	77.1	160.2	157.5
0	193.3	180	67.2	68	87.7	81.6	170.8	172.7
0	146.8	150	67.2	67	66.6	68.0	170.7	170.2
0	157.9	150	64.2	64	71.6	68.0	163.0	162.6
0	198.9	198	64.9	66	90.2	89.8	164.8	167.6
0	132.5	128	64.4	66	60.1	58.1	163.6	167.6
0	148.6	150	60.4	63	67.4	68.0	153.5	160.0
0	188.5	165	61.5	63	85.5	74.8	156.2	160.0
1	155.4	155	74.0	74	70.5	70.3	187.9	188.0
1	198.9	195	70.2	69	90.2	88.5	178.2	175.3
1	204.8	200	69.4	69	92.9	90.7	176.4	175.3
0	293.9	295	72.5	74	133.3	133.8	184.1	188.0
1	188.9	198	65.7	65	85.7	89.8	167.0	165.1
0	204.8	208	68.6	69	92.9	94.3	174.3	175.3
0	111.8	114	63.4	63	50.7	51.7	161.0	160.0
1	157.9	175	70.6	71	71.6	79.4	179.4	180.3
1	172.4	173	62.9	64	78.2	78.5	159.7	162.6
1	133.2	140	72.3	73	60.4	63.5	183.6	185.4
1	218.7	220	65.9	65	99.2	99.8	167.3	165.1
0	145.1	145	63.5	64	65.8	65.8	161.3	162.6
1	164.2	175	63.9	65	74.5	79.4	162.3	165.1
1	169.5	186	65.2	69	76.9	84.4	165.5	175.3
0	133.6	134	65.4	65	60.6	60.8	166.2	165.1
0	132.1	130	62.2	61	59.9	59.0	158.1	154.9
0	122.1	129	63.9	63	55.4	58.5	162.4	160.0
1	161.2	160	63.5	65	73.1	72.6	161.4	165.1
0	140.2	138	62.6	63	63.6	62.6	159.0	160.0
0	216.3	225	58.7	58	98.1	102.1	149.1	147.3
1	139.3	149	67.0	69	63.2	67.6	170.1	175.3
1	155.0	165	69.2	70	70.3	74.8	175.7	177.8
1	302.3	270	71.2	74	137.1	122.5	180.8	188.0
1	150.4	158	70.7	71	68.2	71.7	179.5	180.3
1	234.1	187	67.4	70	106.2	84.8	171.1	177.8
0	164.5	160	62.5	63	74.6	72.6	158.8	160.0
1	252.0	249	71.7	72	114.3	112.9	182.0	182.9
0	180.8	180	66.0	66	82.0	81.6	167.7	167.6
1	139.6	145	67.5	69	63.3	65.8	171.4	175.3
1	190.9	190	70.7	73	86.6	86.2	179.7	185.4
1	188.7	190	69.8	72	85.6	86.2	177.4	182.9
0	119.7	120	63.9	66	54.3	54.4	162.4	167.6
0	140.4	138	63.7	64	63.7	62.6	161.8	162.6
1	134.3	130	67.2	67	60.9	59.0	170.7	170.2
0	112.2	112	63.6	64	50.9	50.8	161.6	162.6
0	219.8	210	63.5	64	99.7	95.3	161.2	162.6
