YEAR	MONTH	F SCALE	FATALITIES	LENGTH (MI)	WIDTH (YD)
2012	3	3	0	33.99	250
2012	3	2	0	7.26	220
2012	3	1	0	0.93	100
2012	3	0	0	0.65	50
2012	3	1	0	0.5	100
2012	3	3	0	41	400
2012	3	0	0	2.6	100
2012	3	2	0	6.07	140
2012	3	2	0	14.31	400
2012	3	0	0	2.05	50
2012	3	2	0	6.56	200
2012	3	4	11	45.05	800
2012	3	0	0	0.13	40
2012	3	0	0	2.73	50
2012	3	0	0	3.84	100
2012	3	0	0	0.76	50
2012	3	0	0	0.25	50
2012	3	1	0	6.57	60
2012	3	2	0	4.81	200
2012	3	2	0	16.49	200
2012	3	0	0	0.62	50
2012	3	3	3	8.69	350
2012	3	0	0	2.73	100
2012	3	0	0	0.65	30
2012	3	1	0	0.25	40
2012	3	4	4	9.85	880
2012	3	2	0	5.4	150
2012	3	0	0	4.97	75
2012	3	1	0	2.59	150
2012	3	3	3	20.41	440
2012	3	1	0	0.63	100
2012	3	0	0	0.13	50
2012	3	1	0	0.49	60
2012	3	1	0	2.93	400
2012	3	0	0	0.15	25
2012	3	2	1	11.07	330
2012	3	3	10	84.99	1580
2012	3	0	0	4.14	200
2012	3	0	0	2.04	100
2012	3	0	0	2.7	75
2012	3	0	0	2.77	100
2012	3	0	0	0.46	25
2012	3	1	0	7.4	250
2012	3	1	0	0.2	100
2012	3	2	0	3.7	880
2012	3	1	0	1.65	500
2012	3	2	0	6.94	400
2012	3	3	2	49.04	1320
2012	3	1	0	17.64	400
2012	3	0	0	6.42	300
2012	3	2	6	7.15	310
2012	3	0	0	0.07	25
2012	3	1	0	11.94	300
2012	3	1	0	16.02	300
2012	3	1	0	3.01	300
2012	3	2	0	21.5	400
2012	3	3	0	29.02	200
2012	3	2	0	2.6	250
2012	3	1	0	2.5	200
2012	3	1	0	2.5	200
2012	3	0	0	1.75	100
2012	3	1	0	0.8	100
2012	3	1	0	1.41	150
2012	3	0	0	0.3	70
2012	3	0	0	2.1	100
2012	3	1	0	18.9	700
2012	3	2	0	28.25	700
2012	3	2	1	34.04	1000
2012	3	0	0	0.35	50
2012	3	2	0	2.94	200
2012	3	0	0	2.54	80
2012	3	0	0	0.3	25
2012	3	0	0	3.27	25
2012	3	0	0	0.55	25
2012	3	3	0	10.45	390
2012	3	0	0	1.29	10
2012	3	0	0	3.59	50
2012	3	0	0	2.6	100
2012	3	1	0	1.62	20
2012	3	1	0	5.11	125
2012	3	3	0	7.57	800
2012	3	2	0	4.59	400
2012	3	0	0	0.56	50
2012	3	0	0	0.01	50
2012	3	0	0	3.85	150
2012	3	0	0	0.1	50
2012	3	0	0	1.38	75
2012	3	0	0	1	75
2012	3	3	0	6.7	100
2012	3	1	0	1.49	150
2012	3	3	0	1.71	100
2012	3	2	0	1.69	50
2012	3	0	0	5.28	20
2012	3	0	0	0.05	20
2012	3	2	0	1	40
2012	3	0	0	0.81	40
2012	3	0	0	6.54	100
2012	3	2	0	3.5	440
2012	3	1	0	7	50
2012	3	0	0	0.1	50
2012	3	2	0	5	100
2012	3	1	0	13	400
2012	3	0	0	1	100
2012	3	0	0	0.75	10
2012	3	0	0	0.25	10
2012	3	0	0	0.25	30
2012	3	0	0	3.01	50
2012	3	0	0	2.11	75
2012	3	0	0	1.04	50
2012	3	0	0	0.38	50
2012	3	1	0	3.92	40
2012	3	2	0	4.16	20
2012	3	0	0	0.9	20
2012	3	1	0	1.18	20
2012	3	0	0	0.67	20
2012	3	1	0	3.96	400
2012	3	1	0	4.85	50
2012	3	0	0	0.05	10
2012	3	1	0	0.58	50
2012	3	1	0	2.71	176
2012	3	2	0	9.23	880
2012	3	1	0	1.86	100
2012	3	0	0	0.53	100
2012	3	0	0	1.41	25
2012	3	2	0	6.19	75
2012	3	0	0	0.36	264
2012	3	0	0	0.04	75
2012	3	0	0	0.32	50
2012	3	0	0	0.53	75
2012	3	1	0	0.98	100
2012	3	0	0	4.1	100
2012	3	1	0	1.7	700
2012	3	0	0	0.25	50
2012	3	1	0	0.57	300
2012	3	0	0	1.82	50
2012	3	1	0	7.45	125
2012	3	0	0	1.68	25
2012	3	2	1	2.58	100
2012	3	0	0	0.01	10
2012	3	1	0	2.44	70
2012	3	0	0	3.55	25
2012	3	1	0	2.17	50
2012	3	0	0	0.06	25
2012	3	0	0	0.37	50
2012	3	0	0	0.44	50
2012	3	0	0	4.63	50
2012	3	0	0	0.09	50
2012	3	0	0	0.25	50
2012	3	0	0	0.26	50
2012	3	0	0	0.18	25
2012	3	0	0	0.17	20
2012	4	1	0	1.77	30
2012	4	1	0	1.16	60
2012	4	2	0	13.7	200
2012	4	0	0	0.27	50
2012	4	2	0	6.4	150
2012	4	0	0	0.09	25
2012	4	0	0	0.47	60
2012	4	0	0	1.31	30
2012	4	0	0	2.02	75
2012	4	0	0	0.21	50
2012	4	0	0	0.3	25
2012	4	0	0	0.28	30
2012	4	0	0	0.12	25
2012	4	3	0	7.73	150
2012	4	0	0	0.58	50
2012	4	2	0	3.34	400
2012	4	0	0	0.57	50
2012	4	0	0	0.84	25
2012	4	0	0	1.41	25
2012	4	0	0	2.24	50
2012	4	0	0	0.54	25
2012	4	0	0	3.08	50
2012	4	0	0	0.19	50
2012	4	0	0	0.16	50
2012	4	0	0	3.93	100
2012	4	0	0	0.2	25
2012	4	0	0	1.38	30
2012	4	0	0	2.31	40
2012	4	0	0	0.77	30
2012	4	0	0	1.18	30
2012	4	0	0	0.1	30
2012	4	1	0	0.2	100
2012	4	0	0	0.2	200
2012	4	0	0	0.2	200
2012	4	1	0	0.2	200
2012	4	0	0	0.1	50
2012	4	0	0	1.69	35
2012	4	0	0	0.95	25
2012	4	0	0	0.25	5
2012	4	0	0	0.25	10
2012	4	1	0	6	600
2012	4	0	0	0.2	20
2012	4	0	0	0.5	25
2012	4	0	0	0.5	25
2012	4	0	0	0.88	50
2012	4	0	0	2	400
2012	4	0	0	0.5	300
2012	4	0	0	0.2	100
2012	4	1	0	5	500
2012	4	0	0	6	500
2012	4	0	0	2	50
2012	4	0	0	0.3	50
2012	4	0	0	4	100
2012	4	1	0	2	75
2012	4	1	0	4.1	100
2012	4	1	0	17.2	200
2012	4	0	0	0.53	75
2012	4	0	0	1.77	75
2012	4	0	0	2.85	75
2012	4	1	0	33.7	200
2012	4	1	0	3.99	300
2012	4	0	0	3.12	40
2012	4	1	0	6.3	150
2012	4	0	0	0.4	25
2012	4	0	0	0.04	25
2012	4	0	0	0.33	60
2012	4	1	0	4.68	100
2012	4	1	0	9.34	100
2012	4	0	0	4	30
2012	4	1	0	0.5	30
2012	4	1	0	10.9	125
2012	4	0	0	0.9	75
2012	4	1	0	9.75	150
2012	4	0	0	0.2	30
2012	4	0	0	0.3	30
2012	4	1	0	14.34	150
2012	4	0	0	2.3	100
2012	4	0	0	2.75	100
2012	4	0	0	0.54	50
2012	4	2	0	5.75	440
2012	4	0	0	0.48	50
2012	4	0	0	3.78	100
2012	4	0	0	2.3	75
2012	4	0	0	0.07	20
2012	4	0	0	0.2	30
2012	4	1	0	2	200
2012	4	0	0	0.2	30
2012	4	0	0	0.02	10
2012	4	2	0	12.23	880
2012	4	0	0	0.01	10
2012	4	0	0	0.03	20
2012	4	0	0	0.47	20
2012	4	4	0	50.28	400
2012	4	0	0	0.02	10
2012	4	0	0	0.2	30
2012	4	0	0	0.81	40
2012	4	0	0	1.29	50
2012	4	0	0	15.14	20
2012	4	0	0	0.64	50
2012	4	0	0	0.1	20
2012	4	0	0	0.2	50
2012	4	2	0	16.59	800
2012	4	1	0	15.79	100
2012	4	0	0	0.24	50
2012	4	0	0	0.1	30
2012	4	1	0	7.2	150
2012	4	0	0	0.34	50
2012	4	0	0	1	75
2012	4	0	0	9	400
2012	4	0	0	3.29	25
2012	4	1	0	10	400
2012	4	1	0	0.85	75
2012	4	0	0	12	400
2012	4	0	0	0.62	100
2012	4	1	0	7.01	250
2012	4	1	0	35.23	1000
2012	4	3	0	48.02	1720
2012	4	1	0	4.9	75
2012	4	1	0	16.38	250
2012	4	3	0	39.67	2640
2012	4	3	0	18.11	400
2012	4	1	0	1.27	90
2012	4	1	0	6.6	150
2012	4	1	0	7.39	100
2012	4	1	0	3	50
2012	4	3	0	13.2	1760
2012	4	0	0	10.33	100
2012	4	0	0	1.52	250
2012	4	0	0	0.4	50
2012	4	1	0	4.5	100
2012	4	0	0	15.07	250
2012	4	1	0	7.57	100
2012	4	1	0	2.28	50
2012	4	3	6	34	400
2012	4	0	0	0.1	25
2012	4	1	0	1.86	50
2012	4	1	0	1.04	440
2012	4	1	0	4.2	200
2012	4	1	0	14.5	500
2012	4	0	0	0.49	40
2012	4	0	0	0.04	25
2012	4	0	0	0.08	35
2012	4	0	0	0.15	20
2012	4	0	0	0.4	40
2012	4	0	0	0.45	25
2012	4	0	0	0.51	25
2012	4	0	0	0.49	50
2012	4	0	0	0.06	15
2012	4	1	0	2.27	300
2012	4	1	0	2.01	500
2012	4	0	0	1.05	50
2012	4	0	0	0.66	50
2012	4	0	0	0.48	50
2012	4	0	0	0.76	25
2012	4	0	0	0.19	10
2012	4	0	0	0.05	10
2012	4	0	0	0.01	10
2012	4	0	0	0.5	40
2012	4	0	0	0.25	20
2012	4	0	0	0.15	25
2012	4	1	0	2.13	50
2012	4	0	0	0.42	75
2012	4	0	0	0.25	75
2012	4	0	0	1.2	25
2012	4	0	0	0.1	75
2012	4	0	0	1.66	25
2012	4	0	0	0.51	50
2012	4	1	0	2	50
2012	4	2	0	1.89	200
2012	4	0	0	3.77	100
2012	4	0	0	0.35	20
2012	4	2	0	6.2	300
2012	4	2	0	2	200
2012	4	2	0	19.06	200
2012	4	1	0	2.23	100
2012	4	2	0	0.65	50
2012	4	0	0	2	100
2012	4	0	0	4.44	40
2012	4	0	0	0.01	10
2012	4	0	0	0.1	30
2012	4	1	0	1.3	220
2012	4	0	0	1.2	100
2012	4	0	0	0.43	75
2012	4	0	0	0.01	25
2012	4	0	0	0.3	75
2012	4	0	0	0.68	50
2012	4	0	0	0.6	75
2012	4	0	0	0.1	20
2012	4	0	0	3.2	30
2012	4	2	0	2.57	200
2012	4	0	0	0.1	50
2012	4	1	0	0.2	75
2012	4	1	0	16	300
2012	4	0	0	0.1	50
2012	4	0	0	1.26	150
2012	4	0	0	0.2	75
2012	4	1	0	1.5	200
2012	4	1	0	1	50
2012	4	1	0	14	400
2012	4	1	0	12	200
2012	4	0	0	1	75
2012	4	1	0	2	50
2012	4	1	0	7	100
2012	4	1	0	6.5	300
2012	5	2	0	1	150
2012	5	0	0	0.1	50
2012	5	0	0	1.86	15
2012	5	0	0	0.13	10
2012	5	1	0	8.07	75
2012	5	1	0	1.27	100
2012	5	0	0	0.09	20
2012	5	0	0	0.08	50
2012	5	0	0	0.89	75
2012	5	0	0	2.14	75
2012	5	0	0	0.46	30
2012	5	0	0	0.01	10
2012	5	0	0	0.03	50
2012	5	0	0	0.01	25
2012	5	0	0	0.14	50
2012	5	1	0	0.46	150
2012	5	0	0	2.61	50
2012	5	0	0	0.39	25
2012	5	1	0	1.01	250
2012	5	2	0	6.73	440
2012	5	0	0	1	50
2012	5	0	0	1.25	50
2012	5	0	0	0.5	50
2012	5	0	0	0.5	50
2012	5	0	0	0.5	50
2012	5	0	0	0.5	50
2012	5	0	0	0.5	50
2012	5	0	0	0.5	50
2012	5	0	0	0.1	25
2012	5	0	0	0.5	50
2012	5	0	0	3.44	50
2012	5	1	0	0.81	90
2012	5	1	0	1.3	200
2012	5	0	0	0.19	25
2012	5	0	0	0.05	25
2012	5	0	0	2.12	75
2012	5	0	0	0.05	25
2012	5	0	0	0.09	25
2012	5	0	0	0.03	25
2012	5	0	0	0.02	10
2012	5	1	0	0.25	50
2012	5	0	0	0.31	25
2012	5	0	0	10.27	75
2012	5	0	0	0.07	50
2012	5	0	0	0.25	10
2012	5	0	0	0.01	10
2012	5	0	0	0.8	50
2012	5	0	0	0.45	50
2012	5	0	0	0.03	20
2012	5	0	0	0.33	50
2012	5	0	0	0.35	50
2012	5	0	0	0.95	75
2012	5	0	0	0.06	50
2012	5	2	0	0.62	150
2012	5	0	0	4.89	100
2012	5	0	0	0.37	50
2012	5	0	0	1.73	75
2012	5	1	0	7.45	150
2012	5	0	0	3.7	150
2012	5	0	0	1.13	50
2012	5	0	0	0.1	10
2012	5	0	0	0.1	50
2012	5	0	0	0.01	20
2012	5	0	0	2.3	50
2012	5	1	0	1.17	75
2012	5	1	0	1.98	100
2012	5	0	0	3.2	60
2012	5	0	0	0.99	50
2012	5	1	0	5.7	50
2012	5	0	0	6.74	50
2012	5	0	0	5.86	50
2012	5	0	0	0.56	50
2012	5	0	0	2.05	50
2012	5	0	0	1.35	50
2012	5	0	0	5.55	50
2012	5	3	0	9.72	100
2012	5	3	0	9.68	150
2012	5	0	0	0.57	100
2012	5	0	0	5.32	50
2012	5	0	0	0.83	25
2012	5	0	0	0.24	33
2012	5	1	0	2.99	30
2012	5	2	0	0.75	100
2012	5	0	0	5.94	75
2012	5	0	0	1.4	50
2012	5	0	0	0.62	50
2012	5	0	0	5.81	100
2012	5	0	0	0.6	50
2012	5	0	0	2.7	100
2012	5	1	0	1.9	150
2012	5	2	0	9.2	950
2012	5	2	0	0.17	150
2012	5	1	0	1.89	350
2012	5	2	0	1	150
2012	5	2	0	5.8	650
2012	5	1	0	1.32	100
2012	5	1	0	2.77	200
2012	5	0	0	1.35	75
2012	5	0	0	0.06	15
2012	5	0	0	1.71	55
2012	5	0	0	1.75	75
2012	5	0	0	0.19	25
2012	5	0	0	0.69	40
2012	5	0	0	2.84	200
2012	5	0	0	0.27	100
2012	5	1	0	1	30
2012	5	1	0	1.52	60
2012	5	0	0	1	30
2012	5	1	0	0.57	250
2012	5	0	0	0.25	10
2012	5	0	0	0.69	30
2012	5	0	0	0.38	30
2012	5	0	0	0.32	20
2012	5	0	0	0.56	30
2012	5	0	0	2	400
2012	5	0	0	0.1	25
2012	5	0	0	0.1	25
2012	5	0	0	4.77	200
2012	5	0	0	0.15	25
2012	5	0	0	0.35	75
2012	5	0	0	0.17	30
2012	6	0	0	0.56	150
2012	6	0	0	0.56	50
2012	6	0	0	0.43	100
2012	6	1	0	2.07	200
2012	6	0	0	0.47	75
2012	6	1	0	2.87	150
2012	6	0	0	1.58	150
2012	6	0	0	0.04	25
2012	6	0	0	0.9	20
2012	6	0	0	0.56	50
2012	6	1	0	4.81	300
2012	6	0	0	0.9	50
2012	6	0	0	0.15	75
2012	6	1	0	1.2	300
2012	6	0	0	1.51	75
2012	6	0	0	0.48	10
2012	6	1	0	1.1	175
2012	6	0	0	3	150
2012	6	0	0	6.62	100
2012	6	0	0	1.78	100
2012	6	1	0	3.23	500
2012	6	0	0	5	50
2012	6	0	0	2.38	20
2012	6	0	0	0.73	75
2012	6	0	0	0.54	10
2012	6	0	0	0.62	10
2012	6	0	0	1.25	75
2012	6	0	0	1.06	200
2012	6	0	0	1.5	25
2012	6	0	0	1.5	25
2012	6	0	0	6.07	40
2012	6	0	0	3	25
2012	6	0	0	0.24	20
2012	6	1	0	3.49	40
2012	6	0	0	0.11	15
2012	6	0	0	0.01	20
2012	6	2	3	0.5	75
2012	6	1	0	2.78	300
2012	6	0	0	3.78	400
2012	6	0	0	1.05	100
2012	6	0	0	0.1	50
2012	6	0	0	0.1	50
2012	6	0	0	0.1	50
2012	6	0	0	0.1	50
2012	6	0	0	0.1	50
2012	6	0	0	0.1	50
2012	6	0	0	0.1	50
2012	6	1	0	0.1	20
2012	6	2	0	20.57	200
2012	6	0	0	0.1	50
2012	6	0	0	0.1	50
2012	6	0	0	0.1	50
2012	6	0	0	0.25	50
2012	6	2	0	7.49	880
2012	6	0	0	0.48	75
2012	6	0	0	0.1	50
2012	6	1	0	7.8	200
2012	6	1	0	9.92	440
2012	6	0	0	2.22	50
2012	6	0	0	1.5	50
2012	6	0	0	1.24	50
2012	6	1	0	4.11	525
2012	6	1	0	0.13	300
2012	6	1	0	1.1	75
2012	6	0	0	1.66	50
2012	6	0	0	0.16	75
2012	6	0	0	0.32	50
2012	6	0	0	1.02	50
2012	6	0	0	0.49	75
2012	6	0	0	0.1	50
2012	6	0	0	1.05	50
2012	6	0	0	0.05	5
2012	6	0	0	0.01	5
2012	6	0	0	2.86	30
2012	6	1	0	0.28	10
2012	6	0	0	0.13	10
2012	6	0	0	0.3	25
2012	6	1	0	1.29	350
2012	6	0	0	1.16	20
2012	6	1	0	1.39	30
2012	6	0	0	0.28	20
2012	6	2	0	16.68	800
2012	6	0	0	1.7	20
2012	6	0	0	0.05	10
2012	6	0	0	17.03	100
2012	6	0	0	0.01	10
2012	6	0	0	16.2	30
2012	6	0	0	0.01	20
2012	6	0	1	3.45	150
2012	6	0	0	0.01	20
2012	6	0	0	0.1	20
2012	6	0	0	1.2	30
2012	6	0	0	0.5	20
2012	6	0	0	0.01	20
2012	6	1	0	5.31	100
2012	6	1	0	0.74	75
2012	6	0	0	1.06	50
2012	6	1	0	0.37	75
2012	6	0	0	0.92	25
2012	6	2	0	6.22	150
2012	6	1	0	3.02	50
2012	6	0	0	3.71	100
2012	6	0	0	3.08	100
2012	6	1	0	4.99	100
2012	6	0	0	1.15	50
2012	6	0	0	1.17	25
2012	6	0	0	1.53	200
2012	6	0	0	0.1	10
2012	6	0	0	1.1	40
2012	6	0	0	1.42	50
2012	6	0	0	6.17	100
2012	7	0	0	0.52	10
2012	7	1	0	4	75
2012	7	0	0	0.13	20
2012	7	0	0	0.52	50
2012	7	0	0	0.12	20
2012	7	0	0	0.1	10
2012	7	1	0	2.5	200
2012	7	0	0	0.17	30
2012	7	0	0	0.58	100
2012	7	0	0	0.05	50
2012	7	0	0	1.24	120
2012	7	0	0	0.04	20
2012	7	0	0	0.46	30
2012	7	0	0	0.25	10
2012	7	0	0	0.51	25
2012	7	0	0	0.1	10
2012	7	1	0	8.23	150
2012	7	0	0	1.49	100
2012	7	0	0	1.13	30
2012	7	1	0	2.05	120
2012	7	0	0	0.03	15
2012	7	0	0	0.69	50
2012	7	0	0	0.04	30
2012	7	0	0	0.16	20
2012	7	0	0	0.16	150
2012	7	1	0	0.26	100
2012	7	1	0	2.56	800
2012	7	1	0	8.81	600
2012	7	1	0	13.8	300
2012	7	0	0	0.1	66
2012	7	1	0	1.24	150
2012	7	1	0	0.52	75
2012	7	0	0	0.1	50
2012	7	1	0	2.49	100
2012	7	0	0	0.5	20
2012	7	0	0	1	20
2012	7	0	0	0.01	20
2012	8	0	0	0.03	50
2012	8	0	0	0.07	10
2012	8	0	0	0.29	10
2012	8	1	0	1.46	20
2012	8	0	0	4.05	25
2012	8	0	0	0.69	25
2012	8	0	0	1.88	20
2012	8	0	0	0.25	13
2012	8	0	0	0.05	20
2012	8	0	0	0.33	170
2012	8	0	0	5.57	150
2012	8	0	0	3.83	20
2012	8	1	0	0.21	40
2012	8	0	0	0.5	50
2012	8	0	0	0.01	20
2012	8	0	0	0.08	30
2012	8	0	0	0.07	1
2012	8	0	0	0.4	20
2012	8	0	0	0.91	75
2012	8	0	0	3.2	100
2012	8	0	0	5.56	100
2012	8	0	0	0.83	30
2012	8	0	0	1.61	180
2012	8	0	0	0.04	20
2012	8	0	0	0.37	25
2012	8	1	0	0.5	25
2012	8	0	0	0.27	25
2012	8	1	0	0.43	40
2012	8	1	0	2.97	35
2012	8	2	0	0.77	40
2012	8	1	0	6.1	100
2012	8	1	0	1.4	100
2012	8	0	0	0.01	50
2012	8	0	0	0.2	50
2012	8	0	0	1.44	60
2012	8	1	0	0.25	75
2012	8	0	0	0.16	10
2012	8	0	0	0.4	120
2012	9	0	0	0.06	20
2012	9	0	0	0.69	20
2012	9	0	0	2.25	75
2012	9	0	0	0.09	20
2012	9	0	0	1.3	50
2012	9	0	0	1.1	20
2012	9	0	0	0.94	50
2012	9	2	0	0.9	75
2012	9	0	0	0.06	25
2012	9	0	0	2.95	20
2012	9	0	0	4.29	20
2012	9	0	0	1	20
2012	9	0	0	1	20
2012	9	0	0	0.1	25
2012	9	0	0	0.03	25
2012	9	0	0	0.21	35
2012	9	0	0	0.16	25
2012	9	2	0	0.72	75
2012	9	0	0	0.21	25
2012	9	1	0	4.74	50
2012	9	0	0	0.01	10
2012	9	0	0	0.02	35
2012	9	0	0	0.01	10
2012	9	0	0	0.65	100
2012	9	0	0	0.09	20
2012	9	0	0	0.51	30
2012	9	0	0	4.98	300
2012	9	0	0	1.38	100
2012	9	1	0	3.95	100
2012	9	0	0	0.1	50
2012	9	0	0	1.46	150
2012	9	0	0	0.3	75
2012	9	0	0	0.1	50
2012	9	0	0	0.1	50
2012	9	0	0	0.63	20
2012	9	0	0	0.1	30
2012	9	1	0	6.07	40
2012	9	1	0	2.23	100
2012	9	0	0	0.05	90
2012	10	0	0	0.52	150
2012	10	0	0	1.51	50
2012	10	0	0	0.31	30
2012	10	0	0	0.14	20
2012	10	0	0	1.96	100
2012	10	0	0	2.08	25
2012	10	0	0	2.87	20
2012	10	1	0	1.47	150
2012	10	0	0	5.78	75
2012	10	0	0	1.8	200
2012	10	0	0	0.14	20
2012	10	1	0	5.1	75
2012	10	0	0	0.18	20
2012	10	0	0	0.52	100
2012	10	1	0	12.5	450
2012	10	1	0	2.28	150
2012	10	0	0	0.25	200
2012	10	0	0	0.07	8
2012	10	1	0	0.39	350
2012	10	2	0	1.25	150
2012	10	1	0	0.5	75
2012	10	2	0	4.43	440
2012	10	1	0	1.46	100
2012	10	1	0	1.92	100
2012	10	1	0	1.86	250
2012	10	1	0	0.66	525
2012	10	1	0	0.79	150
2012	10	3	0	14.36	880
2012	10	1	0	0.72	50
2012	10	1	0	0.64	150
2012	10	0	0	1.2	100
2012	10	1	0	16.56	200
2012	10	1	0	2	100
2012	10	1	0	0.29	100
2012	10	0	0	0.38	50
2012	10	0	0	1.02	100
2012	10	1	0	4.02	100
2012	11	0	0	0.27	30
2012	11	0	0	2.8	100
2012	11	0	0	0.5	50
2012	11	0	0	0.54	50
2012	11	0	0	4.33	100
2012	11	0	0	7.11	25
2012	11	0	0	1.64	100
2012	12	1	0	0.4	150
2012	12	0	0	2.47	20
2012	12	0	0	0.05	50
2012	12	0	0	0.05	50
2012	12	1	0	1.05	250
2012	12	1	0	5.42	100
2012	12	1	0	19.17	100
2012	12	1	0	1.39	30
2012	12	0	0	4.18	50
2012	12	1	0	0.61	150
2012	12	0	0	0.09	20
2012	12	0	0	3	200
2012	12	0	0	0.95	50
2012	12	0	0	0.44	50
2012	12	1	0	0.36	75
2012	12	0	0	1.05	15
2012	12	1	0	0.32	75
2012	12	1	0	3	650
2012	12	1	0	0.64	200
2012	12	1	0	6.67	75
2012	12	0	0	0.01	10
2012	12	0	0	1.07	20
2012	12	3	0	9.72	300
2012	12	0	0	0.3	30
2012	12	0	0	0.24	50
2012	12	0	0	2.19	200
2012	12	2	0	4.62	500
2012	12	2	0	0.77	200
2012	12	1	0	2.55	300
2012	12	1	0	2.75	250
2012	12	1	0	4.7	100
2012	12	3	0	60.34	300
2012	12	0	0	0.01	10
2012	12	2	0	8.37	440
2012	12	1	0	1.21	100
2012	12	0	0	0.18	50
2012	12	0	0	0.07	20
2012	12	0	0	2.26	50
2012	12	2	0	5.91	880
2012	12	2	0	5.15	200
2012	12	1	0	5.41	300
2012	12	0	0	5.89	500
2012	12	1	0	2.18	110
2012	12	2	0	29.85	150
2012	12	0	0	13.87	25
2012	12	0	0	0.8	25
2012	12	1	0	6.65	100
2012	12	1	0	2.03	300
2012	12	0	0	0.62	75
2012	12	2	0	9.55	900
2012	12	2	0	15.7	600
2012	12	1	0	0.72	100
2012	12	1	0	0.91	100
2013	1	1	0	2.06	50
2013	1	1	0	5.53	50
2013	1	0	0	0.3	100
2013	1	2	0	1.83	200
2013	1	1	0	7.06	300
2013	1	1	0	0.38	25
2013	1	0	0	12.46	40
2013	1	0	0	1.59	100
2013	1	1	0	1	150
2013	1	1	0	3.35	200
2013	1	1	0	1.1	40
2013	1	1	0	2.66	200
2013	1	1	0	8.58	400
2013	1	1	0	9	700
2013	1	1	0	1.17	40
2013	1	1	0	4.2	400
2013	1	0	0	1.66	30
2013	1	1	0	2	350
2013	1	0	0	0.19	325
2013	1	0	0	0.45	50
2013	1	0	0	5.25	50
2013	1	1	0	0.27	100
2013	1	2	0	3.39	100
2013	1	0	0	3.57	50
2013	1	1	0	5.45	100
2013	1	1	0	6.79	100
2013	1	2	0	5.37	100
2013	1	0	0	0.58	75
2013	1	2	0	0.97	125
2013	1	1	0	5.53	150
2013	1	0	0	2.12	100
2013	1	0	0	0.37	75
2013	1	2	0	2.06	200
2013	1	1	0	7.92	225
2013	1	2	0	5.14	325
2013	1	1	0	2.32	150
2013	1	2	0	2.98	300
2013	1	1	0	15.23	100
2013	1	0	0	7.25	100
2013	1	0	0	0.24	75
2013	1	2	0	4.97	200
2013	1	0	0	5.55	50
2013	1	0	0	0.92	75
2013	1	0	0	1	200
2013	1	1	0	5.75	150
2013	1	0	0	11.65	75
2013	1	0	0	3.2	75
2013	1	1	0	5.98	100
2013	1	0	0	2.67	215
2013	1	0	0	2	75
2013	1	0	0	10.61	125
2013	1	2	0	4.53	150
2013	1	0	0	3.63	100
2013	1	0	0	5.84	50
2013	1	2	0	2.96	250
2013	1	1	0	10.03	150
2013	1	1	0	4.59	150
2013	1	1	0	2.77	100
2013	1	0	0	0.97	50
2013	1	1	0	0.34	50
2013	1	0	0	1.53	75
2013	1	1	0	10.82	300
2013	1	0	0	6.65	200
2013	1	0	0	0.12	50
2013	1	1	0	5.28	250
2013	1	1	0	6.5	500
2013	1	0	0	4.57	75
2013	1	0	0	0.5	150
2013	1	0	0	4.9	200
2013	1	1	0	10.39	1000
2013	1	1	0	6.42	300
2013	1	3	1	21.78	900
2013	1	1	0	11.77	900
2013	1	0	0	1.19	25
2013	1	0	0	1.51	25
2013	2	0	0	0.51	30
2013	2	1	0	1.58	140
2013	2	2	0	18.13	400
2013	2	1	0	14.25	200
2013	2	4	0	21.65	1320
2013	2	1	0	0.91	80
2013	2	1	0	3.15	250
2013	2	1	0	3.11	200
2013	2	0	0	0.03	10
2013	2	1	0	0.57	30
2013	2	0	0	2.03	10
2013	2	0	0	0.01	20
2013	2	0	0	0.73	30
2013	2	0	0	0.01	20
2013	2	0	0	1.55	30
2013	2	0	0	1.23	15
2013	2	1	0	1.97	60
2013	2	0	0	1.2	50
2013	2	0	0	0.01	10
2013	2	0	0	0.81	30
2013	2	0	0	0.01	25
2013	2	0	0	0.01	20
2013	2	0	0	0.01	20
2013	2	0	0	0.01	10
2013	2	1	0	0.01	20
2013	2	0	0	0.01	20
2013	2	0	0	0.01	10
2013	2	0	0	0.5	50
2013	2	0	0	0.26	50
2013	2	1	1	4.47	150
2013	2	1	0	2.44	50
2013	2	1	0	2.95	75
2013	2	2	0	6.27	400
2013	2	0	0	0.67	75
2013	2	0	0	1.95	25
2013	2	0	0	0.01	20
2013	2	1	0	0.95	30
2013	2	0	0	0.73	50
2013	2	0	0	0.49	75
2013	3	1	0	1.54	150
2013	3	1	0	10.62	150
2013	3	0	0	3.7	50
2013	3	0	0	3.89	50
2013	3	0	0	3.8	100
2013	3	0	0	1.6	100
2013	3	2	0	4.21	220
2013	3	1	0	7.95	300
2013	3	2	0	5.95	350
2013	3	2	0	13.34	300
2013	3	1	0	5.85	220
2013	3	0	0	0.58	10
2013	3	0	0	0.01	10
2013	3	1	0	0.36	80
2013	3	0	0	0.32	25
2013	3	0	0	0.11	20
2013	3	0	0	1.1	200
2013	3	1	0	0.5	175
2013	4	1	0	1.84	100
2013	4	0	0	0.82	50
2013	4	0	0	1.56	80
2013	4	0	0	0.48	50
2013	4	0	0	0.1	10
2013	4	0	0	0.1	50
