ARRIVAL TIME	INTERARRIVAL TIME	DATA (BYTES)
13949	2	3
13952	3	5
13955	3	0
13956	1	512
13957	1	512
13958	1	0
13960	2	15
13965	5	76
13966	1	0
13975	9	0
13978	3	0
13978	0	256
13979	1	0
13979	0	3
13984	5	0
13987	3	212
13989	2	15
13995	6	39
14006	11	0
14007	1	3
14008	1	15
14012	4	512
14013	1	512
14013	0	512
14014	1	15
14016	2	13
14016	0	15
14025	9	30
14034	9	38
14034	0	0
14036	2	512
14039	3	0
14041	2	0
14044	3	15
14044	0	5
14046	2	512
14046	0	0
14047	1	512
14047	0	512
14048	1	512
14048	0	512
14049	1	512
14049	0	256
14049	0	43
14050	1	0
14051	1	512
14052	1	212
14053	1	512
14053	0	15
14054	1	512
14055	1	36
14055	0	13
14059	4	5
14059	0	1
14060	1	5
14061	1	5
14063	2	34
14066	3	40
14067	1	15
14069	2	1
14071	2	0
14073	2	512
14073	0	0
14073	0	0
14074	1	39
14074	0	38
14075	1	512
14076	1	40
14077	1	512
14078	1	512
14079	1	512
14079	0	512
14080	1	512
14081	1	97
14083	2	51
14102	19	0
14106	4	0
14108	2	512
14109	1	0
14110	1	0
14110	0	512
14110	0	0
14110	0	3
14111	1	512
14114	3	0
14114	0	295
14115	1	0
14116	1	212
14117	1	0
14119	2	0
14120	1	0
14122	2	512
14127	5	13
14136	9	8
14140	4	0
14142	2	333
14143	1	333
14145	2	0
14146	1	0
14148	2	512
14149	1	512
14149	0	61
14161	12	0
14162	1	3
14164	2	0
14166	2	212
14166	0	42
14167	1	0
14168	1	15
14168	0	0
14170	2	42
14173	3	42
14177	4	0
14178	1	39
14178	0	0
14183	5	256
14192	9	0
14193	1	13
14199	6	42
14200	1	0
14206	6	5
14208	2	43
14211	3	90
14215	4	0
14216	1	27
14221	5	0
14223	2	1
14223	0	0
14223	0	0
14228	5	112
14231	3	5
14232	1	5
14232	0	15
14233	1	0
14233	0	1
14237	4	37
14239	2	0
14240	1	5
14241	1	0
14241	0	15
14241	0	15
14242	1	3
14243	1	512
14244	1	512
14245	1	512
14246	1	512
14246	0	38
14246	0	434
14248	2	39
14249	1	0
14250	1	512
14251	1	512
14251	0	512
14252	1	359
14255	3	0
14257	2	0
14259	2	24
14260	1	0
14261	1	0
14263	2	0
14264	1	512
14268	4	36
14272	4	5
14274	2	512
14275	1	73
14276	1	15
14281	5	38
14281	0	0
14284	3	212
14297	13	0
14299	2	212
14302	3	0
14302	0	0
14304	2	3
14306	2	39
14308	2	0
14308	0	15
14309	1	507
14312	3	60
14315	3	53
14316	1	0
14319	3	42
14319	0	5
14321	2	42
14331	10	0
14334	3	512
14334	0	31
14335	1	512
14336	1	512
14336	0	512
14337	1	512
14337	0	512
14338	1	512
14339	1	512
14339	0	0
14339	0	512
14340	1	512
14340	0	512
14341	1	512
14342	1	512
14342	0	5
14342	0	0
14343	1	0
14345	2	512
14352	7	15
14352	0	5
14353	1	0
14354	1	0
14357	3	13
14360	3	35
14364	4	0
14366	2	512
14366	0	0
14367	1	0
14367	0	15
14369	2	0
14371	2	34
14373	2	42
14374	1	8
14374	0	50
14381	7	5
14382	1	52
14386	4	0
14388	2	512
14393	5	0
14402	9	5
14406	4	512
14406	0	0
14406	0	512
14406	0	0
14407	1	512
14407	0	254
14407	0	3
14408	1	512
14416	8	0
14418	2	0
14420	2	37
14421	1	0
14422	1	0
14423	1	512
14424	1	332
14426	2	0
14428	2	512
14429	1	512
14429	0	512
14430	1	322
14434	4	48
14435	1	13
14435	0	1
14437	2	0
14438	1	0
14440	2	0
14441	1	33
14441	0	0
14444	3	35
14445	1	511
14446	1	512
14447	1	512
14447	0	512
14448	1	512
14448	0	0
14449	1	351
14450	1	256
14450	0	1
14452	2	0
14456	4	0
14457	1	0
14458	1	212
14461	3	0
14465	4	5
14473	8	13
14475	2	0
14475	0	35
14476	1	3
14478	2	38
14487	9	0
14488	1	3
14490	2	0
14492	2	512
14492	0	512
14493	1	512
14493	0	512
14497	4	0
14497	0	0
14498	1	512
14499	1	512
14499	0	512
14500	1	512
14500	0	5
14500	0	0
14501	1	3
14502	1	0
14503	1	0
14504	1	512
14505	1	512
14505	0	42
14513	8	0
14514	1	512
14515	1	512
14515	0	0
14515	0	39
14515	0	0
14516	1	3
14517	1	512
14518	1	97
14519	1	13
14522	3	0
14524	2	13
14526	2	41
14527	1	38
14540	13	0
14543	3	45
14549	6	0
14549	0	0
14551	2	0
14556	5	5
14556	0	5
14556	0	15
14557	1	5
14558	1	44
14558	0	5
14559	1	47
14560	1	5
14560	0	15
14561	1	15
14562	1	5
14563	1	5
14564	1	15
14565	1	5
14567	2	40
14569	2	54
14569	0	37
14569	0	69
14571	2	0
14573	2	512
14575	2	0
14577	2	0
14581	4	256
14585	4	8
14589	4	34
14590	1	5
14597	7	0
14610	13	5
14611	1	5
14611	0	5
14612	1	15
14613	1	5
14618	5	15
14622	4	40
14623	1	512
14624	1	403
14625	1	0
14625	0	0
14628	3	418
14632	4	35
14636	4	1
14639	3	0
14641	2	0
14642	1	512
14643	1	512
14644	1	0
14644	0	0
14647	3	512
14647	0	512
14648	1	512
14648	0	251
14650	2	0
14651	1	512
14651	0	512
14652	1	512
14654	2	8
14656	2	0
14657	1	3
14664	7	0
14665	1	512
14665	0	0
14666	1	512
14666	0	512
14667	1	512
14667	0	512
14668	1	512
14668	0	0
14669	1	512
14670	1	512
14670	0	299
14670	0	0
14670	0	15
14671	1	0
14672	1	35
14675	3	0
14676	1	0
14678	2	256
14683	5	512
14686	3	512
14687	1	0
14689	2	512
14689	0	0
14689	0	3
14690	1	0
14691	1	48
14693	2	512
14693	0	512
14694	1	512
14695	1	218
14701	6	0
14706	5	0
14709	3	512
14709	0	512
14719	10	0
14722	3	48
14723	1	49
14724	1	40
14725	1	512
14725	0	182
14727	2	44
14739	12	0
14739	0	0
14740	1	0
14741	1	15
14743	2	512
14743	0	512
14744	1	512
14744	0	0
14744	0	83
14746	2	5
14746	0	256
14750	4	31
14756	6	5
14756	0	0
14757	1	212
14758	1	212
14763	5	1
14764	1	59
14766	2	0
14769	3	48
14771	2	5
14778	7	0
14780	2	512
14781	1	512
14784	3	15
14787	3	42
14793	6	0
14793	0	5
14794	1	512
14803	9	0
14803	0	0
14805	2	512
14805	0	0
14806	1	3
14814	8	13
14816	2	6
14817	1	39
14821	4	0
14822	1	0
14822	0	15
14825	3	43
14827	2	0
14829	2	5
14829	0	0
14831	2	512
14839	8	512
14840	1	512
14841	1	426
14844	3	0
14848	4	0
14849	1	0
14850	1	0
14852	2	0
14853	1	56
14855	2	0
14855	0	6
14857	2	45
14861	4	15
14865	4	34
14866	1	512
14867	1	512
14868	1	512
14868	0	512
14869	1	512
14869	0	78
14874	5	0
14874	0	3
14875	1	0
14877	2	256
14878	1	330
14882	4	15
14884	2	6
14885	1	0
14891	6	0
14894	3	10
14897	3	0
14898	1	0
14899	1	3
14908	9	0
14908	0	8
14909	1	3
14911	2	42
14914	3	0
14915	1	3
14915	0	0
14917	2	512
14918	1	512
14920	2	512
14921	1	180
14921	0	536
14922	1	536
14924	2	536
14926	2	536
14928	2	13
14932	4	38
14939	7	0
14939	0	0
14941	2	212
14955	14	35
14958	3	5
14960	2	0
14960	0	0
14962	2	0
14966	4	0
14968	2	0
14970	2	0
14980	10	0
14984	4	43
14988	4	0
14988	0	0
14990	2	0
14991	1	0
14993	2	256
14993	0	193
14995	2	15
14995	0	15
14995	0	19
15005	10	5
15009	4	512
15009	0	512
15010	1	512
15010	0	0
15011	1	512
15011	0	512
15012	1	379
15012	0	40
15012	0	0
15014	2	256
15014	0	0
15015	1	512
15016	1	512
15020	4	512
15020	0	512
15021	1	512
15021	0	85
15021	0	0
15023	2	512
15031	8	0
15034	3	0
15037	3	512
15038	1	0
15041	3	5
15041	0	0
15041	0	0
15042	1	50
15044	2	3
15054	10	56
15062	8	0
15065	3	0
15065	0	3
15070	5	15
15072	2	0
15073	1	44
15073	0	0
15078	5	30
15078	0	0
15079	1	242
15091	12	512
15092	1	223
15100	8	0
15113	13	0
15121	8	0
15123	2	512
15123	0	15
15141	18	0
15146	5	0
15148	2	256
15149	1	0
15152	3	212
15153	1	24
15154	1	2
15166	12	38
15167	1	0
15175	8	0
15175	0	6
15179	4	19
15180	1	100
15185	5	512
15189	4	0
15190	1	0
15192	2	512
15193	1	512
15193	0	512
15206	13	0
15206	0	3
15208	2	0
15209	1	212
15212	3	0
15213	1	13
15216	3	50
15216	0	0
15218	2	512
15218	0	0
15220	2	2
15227	7	0
15230	3	0
15231	1	212
15233	2	50
15241	8	0
15247	6	8
15256	9	512
15256	0	0
15257	1	0
15259	2	256
15260	1	512
15261	1	512
15261	0	0
15264	3	0
15264	0	0
15271	7	1
15272	1	1
15274	2	3
15286	12	24
15289	3	0
15295	6	48
15305	10	47
15312	7	0
15314	2	333
15315	1	512
15315	0	0
15315	0	0
15316	1	512
15316	0	0
15316	0	256
15318	2	333
15318	0	0
15319	1	0
15320	1	512
15320	0	0
15321	1	8
15322	1	0
15328	6	40
15329	1	0
15330	1	28
15332	2	0
15334	2	512
15335	1	0
15336	1	512
15338	2	0
15339	1	3
15340	1	0
15341	1	0
15343	2	512
15345	2	512
15348	3	20
15349	1	512
15350	1	512
15350	0	512
15351	1	512
15351	0	409
15352	1	349
15359	7	0
15361	2	212
15364	3	0
15364	0	0
15366	2	0
15366	0	0
15367	1	418
15367	0	0
15371	4	41
15381	10	0
15386	5	0
15388	2	5
15390	2	0
15392	2	512
15393	1	512
15393	0	512
15393	0	256
15394	1	512
15395	1	512
15395	0	512
15395	0	78
15402	7	50
15409	7	0
15409	0	29
15409	0	46
15414	5	56
15415	1	0
15417	2	0
15424	7	0
15427	3	41
15427	0	15
15427	0	0
15429	2	0
15435	6	0
15437	2	212
15439	2	0
15440	1	0
15448	8	0
15456	8	0
15459	3	5
15462	3	42
15467	5	0
15469	2	0
15471	2	0
15490	19	512
15491	1	0
15493	2	5
15497	4	0
15500	3	256
15500	0	0
15501	1	0
15502	1	0
15502	0	512
15508	6	0
15509	1	512
15511	2	322
15511	0	0
15512	1	3
15520	8	13
15521	1	0
15523	2	256
15523	0	0
15525	2	512
15526	1	512
15527	1	39
15527	0	35
15528	1	0
15539	11	3
15539	0	0
15540	1	0
15541	1	512
15542	1	512
15548	6	0
15549	1	5
15552	3	536
15553	1	536
15554	1	536
15556	2	536
15556	0	0
15558	2	512
15559	1	48
15562	3	512
15562	0	282
15566	4	0
15567	1	0
15569	2	212
15575	6	0
15577	2	0
15578	1	512
15579	1	0
15580	1	0
15581	1	512
15582	1	512
15582	0	39
15582	0	512
15586	4	39
15592	6	5
15593	1	0
15594	1	3
15601	7	15
15605	4	0
15607	2	3
15610	3	0
15612	2	512
15613	1	512
15613	0	13
15615	2	512
15616	1	512
15616	0	449
15620	4	82
15628	8	0
15629	1	0
15630	1	256
15634	4	0
15636	2	512
15636	0	0
15640	4	27
15642	2	512
15647	5	0
15647	0	0
15649	2	0
15651	2	256
15655	4	69
15662	7	5
15662	0	38
15666	4	46
15675	9	53
15676	1	0
15680	4	40
15686	6	512
15691	5	0
15693	2	512
15693	0	44
15696	3	0
15697	1	3
15698	1	15
15701	3	62
15702	1	5
15708	6	0
15710	2	212
15711	1	0
15729	18	512
15729	0	512
15730	1	501
15737	7	0
15740	3	0
15743	3	5
15748	5	15
15749	1	512
15750	1	374
15751	1	0
15752	1	512
15752	0	512
15753	1	512
15753	0	34
15758	5	15
15760	2	53
15766	6	0
15770	4	0
15771	1	0
15773	2	30
15778	5	0
15781	3	256
15785	4	0
15790	5	0
15793	3	0
15800	7	0
15801	1	0
15802	1	512
15803	1	512
15804	1	512
15805	1	0
15809	4	0
15811	2	256
15814	3	1
15815	1	1
15827	12	0
15834	7	0
15847	13	0
15847	0	5
15850	3	5
15855	5	73
15855	0	5
15856	1	40
15858	2	15
15858	0	15
15859	1	15
15861	2	0
15862	1	15
15862	0	15
15864	2	5
15865	1	536
15866	1	536
15866	0	5
15866	0	0
15867	1	15
15867	0	3
15868	1	536
15869	1	5
15869	0	536
15869	0	5
15873	4	0
15874	1	0
15880	6	53
15883	3	512
15883	0	353
15883	0	53
15887	4	55
15888	1	53
15889	1	33
15890	1	53
15893	3	55
15896	3	0
15897	1	3
15900	3	0
15903	3	512
15908	5	0
15911	3	5
15913	2	0
15915	2	212
15921	6	0
15923	2	512
15928	5	45
15929	1	0
15930	1	45
15934	4	6
15937	3	42
15940	3	0
15941	1	31
15943	2	0
15943	0	0
15946	3	512
15946	0	0
15946	0	382
15946	0	0
15948	2	0
15951	3	256
15956	5	0
15957	1	512
15957	0	52
15958	1	0
15960	2	512
15962	2	512
15964	2	5
15966	2	33
15966	0	0
15968	2	0
15969	1	0
15969	0	0
15970	1	512
15971	1	0
15971	0	0
15971	0	512
15972	1	3
15974	2	49
15985	11	0
15988	3	0
15989	1	0
15990	1	47
15990	0	512
15990	0	3
15991	1	0
15991	0	0
15992	1	0
15992	0	536
15992	0	0
15993	1	39
15994	1	388
15996	2	0
15996	0	0
15998	2	512
16000	2	5
16000	0	0
16001	1	0
16003	2	512
16004	1	8
16004	0	8
16005	1	0
16017	12	51
16021	4	5
16021	0	0
16023	2	212
16024	1	15
16026	2	61
16028	2	512
16028	0	51
16028	0	6
16032	4	512
16033	1	322
16034	1	5
16036	2	42
16036	0	3
16044	8	15
16046	2	0
16047	1	39
16050	3	512
16051	1	512
16051	0	512
16052	1	512
16053	1	512
16053	0	512
16054	1	512
16054	0	512
16055	1	491
16055	0	0
16057	2	256
16061	4	93
16061	0	93
16063	2	0
16064	1	0
16067	3	50
16070	3	0
16070	0	0
16071	1	512
16072	1	512
16072	0	512
16073	1	512
16074	1	336
16076	2	0
16077	1	0
16078	1	0
16080	2	512
16080	0	0
16083	3	0
16084	1	0
16087	3	0
16088	1	0
16088	0	0
16090	2	0
16092	2	512
16092	0	512
16096	4	512
16096	0	512
16097	1	251
16108	11	0
16109	1	0
16110	1	3
16111	1	212
16114	3	0
16115	1	3
16116	1	42
16116	0	5
16119	3	512
16119	0	512
16120	1	443
16131	11	15
16134	3	15
16134	0	43
16138	4	47
16139	1	0
16141	2	256
16141	0	0
16142	1	256
16142	0	0
16142	0	0
16143	1	212
16143	0	0
16146	3	0
16147	1	512
16148	1	29
16148	0	512
16149	1	0
16149	0	16
16150	1	13
16150	0	0
16151	1	0
16151	0	0
16153	2	36
16153	0	0
16154	1	5
16155	1	0
16156	1	3
16162	6	0
16167	5	0
16177	10	17
16182	5	45
16183	1	536
16183	0	0
16184	1	0
16185	1	0
16186	1	256
16191	5	5
16195	4	15
16200	5	512
16201	1	512
16201	0	512
16202	1	15
16202	0	251
16203	1	0
16205	2	512
16205	0	40
16206	1	0
16206	0	3
16212	6	5
16214	2	13
16220	6	8
16221	1	512
16222	1	512
16223	1	512
16223	0	152
16224	1	0
16225	1	3
16230	5	0
16230	0	38
16232	2	212
16237	5	36
16242	5	0
16247	5	0
16254	7	0
16255	1	0
16258	3	512
16259	1	0
16260	1	512
16260	0	1
16264	4	5
16264	0	256
16264	0	0
16265	1	3
16267	2	0
16267	0	0
16269	2	512
16269	0	0
16278	9	512
16278	0	143
16279	1	0
16286	7	512
16286	0	512
16287	1	336
16294	7	0
16299	5	46
16300	1	42
16300	0	0
16303	3	0
16308	5	0
16308	0	35
16309	1	0
16311	2	512
16312	1	0
16312	0	40
16313	1	0
16315	2	3
16316	1	0
16319	3	5
16324	5	13
16328	4	40
16330	2	15
16331	1	70
16333	2	52
16333	0	70
16334	1	0
16340	6	0
16340	0	0
16340	0	35
16341	1	0
16341	0	3
16343	2	8
16344	1	512
16345	1	512
16352	7	0
16356	4	512
16357	1	512
16358	1	512
16358	0	0
16358	0	92
16360	2	15
16360	0	0
16364	4	512
16365	1	512
16365	0	512
16366	1	512
16366	0	46
16366	0	0
16367	1	0
16368	1	212
16373	5	0
16374	1	0
16385	11	8
16386	1	5
16386	0	15
16389	3	512
16389	0	31
16389	0	325
16392	3	0
16392	0	48
16394	2	0
16394	0	0
16396	2	256
16408	12	0
16409	1	0
16410	1	2
16414	4	39
16416	2	0
16418	2	212
16421	3	1
16422	1	1
16423	1	8
16426	3	6
16428	2	213
16428	0	5
16439	11	512
16440	1	512
16441	1	512
16441	0	512
16442	1	195
16451	9	0
16458	7	0
16458	0	3
16460	2	0
16461	1	0
16461	0	3
16464	3	512
16465	1	15
16465	0	13
16465	0	0
16468	3	0
16468	0	36
16469	1	512
16469	0	43
16470	1	512
16475	5	0
16476	1	3
16480	4	0
16483	3	38
16483	0	36
16489	6	15
16494	5	512
16495	1	512
16496	1	512
16496	0	512
16497	1	208
16498	1	512
16498	0	60
16498	0	5
16499	1	39
16500	1	8
16501	1	512
16507	6	512
16507	0	42
16507	0	49
16508	1	0
16508	0	0
16509	1	0
16510	1	51
16511	1	0
16512	1	536
16512	0	3
16513	1	536
16515	2	536
16517	2	536
16518	1	0
16520	2	512
16520	0	13
16533	13	8
16535	2	20
16540	5	0
16542	2	5
16548	6	0
16549	1	0
16550	1	512
16551	1	512
16551	0	512
16553	2	0
16554	1	212
16565	11	0
16566	1	0
16568	2	512
16574	6	0
16575	1	0
16576	1	512
16577	1	0
16579	2	512
16579	0	0
16579	0	512
16580	1	327
16582	2	0
16587	5	0
16590	3	0
16593	3	0
16597	4	30
16605	8	0
16606	1	3
16612	6	13
16613	1	40
16616	3	68
16619	3	0
16621	2	0
16624	3	0
16626	2	256
16626	0	0
16626	0	15
16627	1	512
16628	1	0
16630	2	512
16630	0	48
16637	7	5
16638	1	0
16638	0	0
16639	1	8
16642	3	47
16649	7	5
16651	2	0
16657	6	0
16657	0	0
16658	1	0
16659	1	15
16660	1	5
16660	0	0
16661	1	0
16663	2	512
16663	0	256
16663	0	0
16665	2	41
16665	0	512
16666	1	512
16667	1	284
16667	0	19
16667	0	15
16667	0	15
16668	1	34
16668	0	5
16668	0	42
16668	0	5
16669	1	15
16670	1	15
16670	0	5
16671	1	35
16671	0	6
16673	2	0
16673	0	0
16675	2	0
16676	1	42
16676	0	0
16678	2	37
16679	1	512
16680	1	457
16681	1	0
16682	1	0
16685	3	0
16685	0	8
16687	2	20
16690	3	0
16694	4	42
16695	1	1460
16695	0	0
16695	0	212
16696	1	0
16696	0	69
16697	1	136
16698	1	41
16699	1	0
16700	1	3
16710	10	15
16711	1	0
16714	3	0
16718	4	52
16718	0	212
16719	1	5
16722	3	0
16723	1	42
16725	2	52
16729	4	0
16730	1	3
16732	2	5
16733	1	5
16736	3	512
16737	1	512
16737	0	2
16737	0	40
16737	0	43
16740	3	0
16748	8	25
16748	0	15
16749	1	5
16749	0	5
16750	1	30
16752	2	60
16754	2	5
16759	5	44
16760	1	512
16761	1	0
16762	1	0
16762	0	0
16762	0	3
16764	2	43
16766	2	0
16768	2	0
16771	3	512
16771	0	512
16780	9	15
16783	3	42
16790	7	1
16794	4	0
16800	6	3
16801	1	0
16802	1	0
16803	1	256
16806	3	0
16806	0	3
16810	4	15
16812	2	39
16813	1	13
16814	1	52
16820	6	0
16823	3	0
16825	2	0
16827	2	0
16830	3	512
16833	3	41
16837	4	41
16838	1	40
16839	1	5
16840	1	64
16840	0	47
16840	0	0
16842	2	0
16842	0	15
16846	4	0
16847	1	0
16849	2	0
16855	6	15
16855	0	0
16857	2	5
16859	2	536
16859	0	512
16860	1	0
16867	7	38
16870	3	512
16871	1	512
16871	0	44
16871	0	0
16874	3	512
16877	3	22
16883	6	15
16883	0	15
16883	0	5
16884	1	5
16885	1	0
16886	1	7
16887	1	5
16894	7	43
16900	6	5
16911	11	0
16912	1	0
16913	1	45
16914	1	0
16915	1	536
16915	0	212
16915	0	0
16916	1	536
16918	2	15
16918	0	0
16919	1	512
16920	1	512
16920	0	1
16921	1	512
16921	0	512
16921	0	56
16921	0	49
16922	1	512
16922	0	512
16923	1	512
16923	0	0
16923	0	512
16924	1	512
16924	0	512
16925	1	190
16926	1	42
16927	1	0
16927	0	1
16928	1	0
16928	0	512
16929	1	218
16930	1	212
16936	6	5
16936	0	0
16938	2	256
16939	1	0
16939	0	0
16940	1	512
16941	1	8
16944	3	512
16945	1	896
16945	0	0
16945	0	245
16946	1	15
16947	1	0
16947	0	5
16950	3	0
16950	0	0
16955	5	0
16956	1	42
16957	1	0
16960	3	0
16963	3	512
16964	1	0
16966	2	0
16969	3	0
16971	2	512
16973	2	0
16976	3	0
16977	1	48
16978	1	0
16979	1	15
16980	1	512
16980	0	512
16981	1	512
16982	1	512
16982	0	0
16983	1	512
16984	1	512
16984	0	512
16985	1	21
16985	0	48
16989	4	512
16990	1	0
16990	0	0
16991	1	0
16992	1	512
16993	1	512
16993	0	5
16997	4	0
17004	7	0
17009	5	0
17009	0	0
17010	1	512
17025	15	9
17025	0	0
17027	2	212
17032	5	512
17032	0	0
17032	0	29
17033	1	512
17033	0	0
17034	1	38
17035	1	0
17035	0	0
17035	0	103
17036	1	13
17037	1	0
17038	1	0
17040	2	5
17049	9	49
17051	2	0
17052	1	35
17054	2	0
17056	2	512
17059	3	15
17061	2	0
17062	1	41
17063	1	212
17064	1	46
17064	0	0
17065	1	46
17069	4	15
17070	1	0
17071	1	3
17072	1	0
17077	5	256
17081	4	48
17086	5	3
17089	3	512
17089	0	512
17090	1	0
17091	1	3
17114	23	0
17114	0	3
17118	4	0
17120	2	0
17124	4	0
17127	3	0
17129	2	512
17130	1	512
17130	0	512
17131	1	512
17132	1	15
17132	0	0
17134	2	256
17137	3	13
17138	1	0
17138	0	56
17139	1	34
17140	1	77
17140	0	0
17142	2	35
17145	3	0
17147	2	512
17147	0	31
17153	6	15
17155	2	47
17156	1	102
17158	2	1
17167	9	0
17172	5	6
17177	5	512
17177	0	45
17178	1	0
17178	0	0
17180	2	0
17188	8	512
17189	1	512
17190	1	512
17190	0	512
17191	1	512
17192	1	50
17193	1	15
17195	2	0
17196	1	35
17197	1	0
17205	8	0
17206	1	0
17206	0	2
17206	0	3
17214	8	13
17215	1	0
17222	7	5
17224	2	15
17227	3	39
17230	3	13
17234	4	32
17234	0	5
17236	2	38
17238	2	0
17239	1	60
17242	3	0
17247	5	0
17248	1	0
17248	0	0
17251	3	212
17251	0	326
17253	2	42
17255	2	0
17257	2	512
17258	1	512
17260	2	512
17261	1	408
17261	0	239
17261	0	0
17263	2	512
17264	1	0
17265	1	0
17265	0	0
17266	1	512
17267	1	256
17271	4	35
17273	2	0
17275	2	512
17277	2	0
17281	4	536
17282	1	5
17284	2	536
17291	7	0
17292	1	212
17293	1	512
17295	2	512
17296	1	373
17302	6	32
17304	2	512
17305	1	512
17305	0	0
17305	0	512
17305	0	38
17306	1	512
17306	0	176
17306	0	0
17313	7	8
17314	1	1
17314	0	0
17315	1	1
17316	1	512
17316	0	43
17318	2	43
17327	9	0
17332	5	8
17335	3	512
17336	1	512
17337	1	17
17339	2	0
17340	1	0
17340	0	15
17341	1	0
17341	0	512
17342	1	512
17343	1	512
17343	0	38
17344	1	512
17344	0	0
17346	2	0
17347	1	512
17351	4	512
17353	2	443
17356	3	0
17357	1	0
17362	5	15
17366	4	0
17368	2	15
17369	1	0
17371	2	43
17379	8	15
17379	0	0
17381	2	34
17385	4	0
17387	2	15
17389	2	0
17390	1	39
17395	5	6
17395	0	0
17398	3	256
17398	0	0
17399	1	0
17401	2	0
17401	0	0
17405	4	0
17406	1	3
17412	6	13
17414	2	0
17414	0	0
17415	1	37
17416	1	512
17417	1	512
17417	0	512
17422	5	48
17424	2	5
17427	3	0
17427	0	15
17430	3	512
17431	1	512
17436	5	512
17436	0	50
17436	0	512
17437	1	512
17438	1	512
17438	0	139
17438	0	50
17438	0	0
17440	2	0
17441	1	512
17441	0	0
17442	1	15
17447	5	43
17451	4	8
17452	1	0
17452	0	0
17454	2	512
17454	0	512
17455	1	512
17459	4	103
17463	4	0
17465	2	0
17468	3	0
17468	0	56
17468	0	0
17473	5	0
17474	1	0
17475	1	0
17479	4	0
17480	1	0
17480	0	0
17480	0	43
17480	0	15
17481	1	212
17482	1	0
17482	0	56
17483	1	0
17484	1	512
17485	1	512
17486	1	512
17486	0	299
17488	2	5
17488	0	5
17488	0	0
17489	1	0
17490	1	512
17490	0	3
17491	1	0
17493	2	60
17497	4	0
17510	13	256
17511	1	256
17514	3	256
17515	1	34
17520	5	40
17521	1	0
17529	8	41
17531	2	0
17532	1	0
17532	0	256
17535	3	0
17536	1	0
17538	2	349
17540	2	349
17540	0	0
17540	0	0
17542	2	512
17542	0	15
17543	1	512
17546	3	5
17546	0	43
17548	2	35
17549	1	0
17549	0	0
17551	2	0
17555	4	0
17559	4	512
17561	2	0
17562	1	299
17565	3	0
17566	1	0
17567	1	53
17567	0	0
17569	2	50
17569	0	3
17570	1	39
17575	5	5
17589	14	50
17590	1	50
17595	5	0
17598	3	512
17599	1	512
17599	0	266
17602	3	0
17603	1	0
17605	2	512
17605	0	0
17606	1	3
17607	1	0
17612	5	13
17615	3	39
17616	1	0
17617	1	3
17617	0	0
17619	2	212
17622	3	0
17623	1	3
17630	7	0
17630	0	512
17631	1	512
17632	1	512
17634	2	5
17637	3	46
17638	1	0
17642	4	8
17646	4	0
17647	1	0
17648	1	0
17651	3	512
17651	0	512
17655	4	512
17655	0	173
17655	0	5
17658	3	5
17661	3	512
17661	0	512
17662	1	512
17662	0	120
17664	2	0
17665	1	3
17665	0	0
17671	6	512
17672	1	0
17672	0	0
17673	1	0
17676	3	512
17676	0	0
17677	1	536
17679	2	536
17679	0	512
17680	1	512
17680	0	187
17681	1	5
17684	3	512
17684	0	512
17684	0	0
17685	1	512
17686	1	345
17686	0	212
17688	2	0
17689	1	52
17690	1	0
17692	2	0
17698	6	0
17698	0	3
17706	8	512
17707	1	512
17707	0	512
17708	1	512
17708	0	512
17709	1	512
17710	1	512
17710	0	126
17710	0	0
17711	1	3
17712	1	0
17713	1	512
17714	1	512
17715	1	8
17717	2	0
17717	0	3
17720	3	0
17727	7	0
17728	1	26
17729	1	26
17731	2	512
17739	8	5
17740	1	0
17744	4	0
17746	2	512
17746	0	512
17746	0	36
17747	1	512
17755	8	0
17756	1	13
17761	5	536
17762	1	38
17763	1	38
17764	1	37
17764	0	536
17765	1	0
17767	2	0
17767	0	536
17768	1	408
17768	0	13
17769	1	13
17770	1	536
17773	3	536
17775	2	0
17776	1	0
17777	1	512
17778	1	512
17778	0	512
17779	1	512
17779	0	0
17781	2	15
17781	0	42
17781	0	0
17783	2	512
17784	1	36
17787	3	0
17787	0	0
17790	3	212
17791	1	212
17793	2	0
17794	1	5
17802	8	0
17804	2	512
17805	1	0
17805	0	6
17806	1	3
17814	8	13
17817	3	0
17819	2	0
17822	3	0
17823	1	512
17826	3	0
17828	2	0
17838	10	0
17838	0	15
17841	3	34
17841	0	0
17841	0	0
17842	1	0
17842	0	13
17844	2	512
17844	0	120
17846	2	42
17847	1	0
17848	1	512
17849	1	512
17849	0	37
17850	1	512
17850	0	0
17852	2	512
17853	1	512
17858	5	6
17859	1	6
17860	1	120
17861	1	512
17863	2	0
17864	1	0
17866	2	212
17868	2	0
17868	0	0
17871	3	256
17871	0	256
17875	4	0
17875	0	52
17877	2	512
17879	2	5
17880	1	0
17882	2	50
17882	0	0
17884	2	50
17887	3	38
17888	1	0
17896	8	164
17897	1	511
17901	4	0
17906	5	40
17907	1	15
17909	2	0
17913	4	38
17913	0	5
17918	5	38
17921	3	0
17925	4	0
17927	2	0
17928	1	512
17928	0	512
17929	1	512
17929	0	6
17933	4	0
17934	1	0
17935	1	512
17936	1	512
17937	1	512
17940	3	0
17941	1	0
17941	0	15
17941	0	15
17944	3	57
17944	0	0
17944	0	56
17946	2	512
17947	1	512
17947	0	512
17951	4	0
17952	1	212
17954	2	13
17955	1	0
17956	1	0
